image,image_path,state,location,latitude,longitude,rainfall_mm
3DIMG_07NOV2019_2030_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2030_L1C_SGP.tif,Gujarat,Bhavnagar,21.7645,72.1519,14.89
3DIMG_07NOV2019_2030_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2030_L1C_SGP.tif,Gujarat,Botad,22.1704,71.6662,22.84
3DIMG_07NOV2019_2030_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2030_L1C_SGP.tif,Gujarat,Chhota Udepur,22.3108,74.0125,13.4
3DIMG_07NOV2019_2030_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2030_L1C_SGP.tif,Gujarat,Dahod,22.8347,74.2552,9.78
3DIMG_07NOV2019_2030_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2030_L1C_SGP.tif,Gujarat,Dang,20.7554,73.6873,22.51
3DIMG_07NOV2019_2030_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2030_L1C_SGP.tif,Gujarat,Devbhumi Dwarka,22.2078,69.6582,22.64
3DIMG_07NOV2019_2030_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2030_L1C_SGP.tif,Gujarat,Gandhinagar,23.2156,72.6369,25.56
3DIMG_07NOV2019_2030_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2030_L1C_SGP.tif,Gujarat,Gir Somnath,20.9042,70.3644,28.42
3DIMG_07NOV2019_2030_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2030_L1C_SGP.tif,Gujarat,Jamnagar,22.4707,70.0577,25.34
3DIMG_07NOV2019_2030_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2030_L1C_SGP.tif,Gujarat,Junagadh,21.5222,70.4579,28.02
3DIMG_07NOV2019_2030_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2030_L1C_SGP.tif,Gujarat,Kheda,22.6916,72.8634,14.57
3DIMG_07NOV2019_2030_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2030_L1C_SGP.tif,Gujarat,Kutch (Bhuj),23.242,69.6669,23.54
3DIMG_07NOV2019_2030_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2030_L1C_SGP.tif,Gujarat,Mahisagar,23.1311,73.6009,9.25
3DIMG_07NOV2019_2030_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2030_L1C_SGP.tif,Gujarat,Mehsana,23.588,72.3693,22.18
3DIMG_07NOV2019_2030_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2030_L1C_SGP.tif,Gujarat,Morbi,22.8173,70.8368,22.11
3DIMG_07NOV2019_2030_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2030_L1C_SGP.tif,Gujarat,Narmada,21.8719,73.5028,11.26
3DIMG_07NOV2019_2030_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2030_L1C_SGP.tif,Gujarat,Navsari,20.9467,72.952,0.11
3DIMG_07NOV2019_2030_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2030_L1C_SGP.tif,Gujarat,Panchmahal,22.778,73.6143,9.39
3DIMG_07NOV2019_2030_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2030_L1C_SGP.tif,Gujarat,Patan,23.8493,72.1266,19.49
3DIMG_07NOV2019_2030_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2030_L1C_SGP.tif,Gujarat,Porbandar,21.6417,69.6293,28.26
3DIMG_07NOV2019_2030_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2030_L1C_SGP.tif,Gujarat,Rajkot,22.3039,70.8022,23.73
3DIMG_07NOV2019_2030_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2030_L1C_SGP.tif,Gujarat,Sabarkantha,23.5977,72.9688,24.16
3DIMG_07NOV2019_2030_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2030_L1C_SGP.tif,Gujarat,Surat,21.1702,72.8311,0.21
3DIMG_07NOV2019_2030_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2030_L1C_SGP.tif,Gujarat,Surendranagar,22.7274,71.637,28.59
3DIMG_07NOV2019_2030_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2030_L1C_SGP.tif,Gujarat,Tapi,21.1147,73.3986,0.0
3DIMG_07NOV2019_2030_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2030_L1C_SGP.tif,Gujarat,Vadodara,22.3072,73.1812,0.75
3DIMG_07NOV2019_2030_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2030_L1C_SGP.tif,Gujarat,Valsad,20.5992,72.9342,18.74
3DIMG_07NOV2019_2100_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2100_L1C_SGP.tif,Gujarat,Ahmedabad,23.0225,72.5714,20.71
3DIMG_07NOV2019_2100_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2100_L1C_SGP.tif,Gujarat,Amreli,21.6032,71.2221,26.05
3DIMG_07NOV2019_2100_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2100_L1C_SGP.tif,Gujarat,Anand,22.5645,72.9289,10.14
3DIMG_07NOV2019_2100_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2100_L1C_SGP.tif,Gujarat,Aravalli,23.4619,73.3039,13.55
3DIMG_07NOV2019_2100_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2100_L1C_SGP.tif,Gujarat,Banaskantha,24.1724,72.4346,23.12
3DIMG_07NOV2019_2100_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2100_L1C_SGP.tif,Gujarat,Bharuch,21.7051,72.9959,2.76
3DIMG_07NOV2019_2100_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2100_L1C_SGP.tif,Gujarat,Bhavnagar,21.7645,72.1519,12.23
3DIMG_07NOV2019_2100_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2100_L1C_SGP.tif,Gujarat,Botad,22.1704,71.6662,25.62
3DIMG_07NOV2019_2100_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2100_L1C_SGP.tif,Gujarat,Chhota Udepur,22.3108,74.0125,20.35
3DIMG_07NOV2019_2100_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2100_L1C_SGP.tif,Gujarat,Dahod,22.8347,74.2552,10.75
3DIMG_07NOV2019_2100_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2100_L1C_SGP.tif,Gujarat,Dang,20.7554,73.6873,22.28
3DIMG_07NOV2019_2100_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2100_L1C_SGP.tif,Gujarat,Devbhumi Dwarka,22.2078,69.6582,22.64
3DIMG_07NOV2019_2100_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2100_L1C_SGP.tif,Gujarat,Gandhinagar,23.2156,72.6369,23.44
3DIMG_07NOV2019_2100_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2100_L1C_SGP.tif,Gujarat,Gir Somnath,20.9042,70.3644,29.14
3DIMG_07NOV2019_2100_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2100_L1C_SGP.tif,Gujarat,Jamnagar,22.4707,70.0577,24.72
3DIMG_07NOV2019_2100_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2100_L1C_SGP.tif,Gujarat,Junagadh,21.5222,70.4579,27.74
3DIMG_07NOV2019_2100_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2100_L1C_SGP.tif,Gujarat,Kheda,22.6916,72.8634,12.22
3DIMG_07NOV2019_2100_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2100_L1C_SGP.tif,Gujarat,Kutch (Bhuj),23.242,69.6669,23.37
3DIMG_07NOV2019_2100_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2100_L1C_SGP.tif,Gujarat,Mahisagar,23.1311,73.6009,3.43
3DIMG_07NOV2019_2100_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2100_L1C_SGP.tif,Gujarat,Mehsana,23.588,72.3693,21.43
3DIMG_07NOV2019_2100_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2100_L1C_SGP.tif,Gujarat,Morbi,22.8173,70.8368,23.39
3DIMG_07NOV2019_2100_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2100_L1C_SGP.tif,Gujarat,Narmada,21.8719,73.5028,0.0
3DIMG_07NOV2019_2100_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2100_L1C_SGP.tif,Gujarat,Navsari,20.9467,72.952,0.11
3DIMG_07NOV2019_2100_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2100_L1C_SGP.tif,Gujarat,Panchmahal,22.778,73.6143,7.31
3DIMG_07NOV2019_2100_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2100_L1C_SGP.tif,Gujarat,Patan,23.8493,72.1266,23.66
3DIMG_07NOV2019_2100_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2100_L1C_SGP.tif,Gujarat,Porbandar,21.6417,69.6293,29.1
3DIMG_07NOV2019_2100_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2100_L1C_SGP.tif,Gujarat,Rajkot,22.3039,70.8022,23.29
3DIMG_07NOV2019_2100_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2100_L1C_SGP.tif,Gujarat,Sabarkantha,23.5977,72.9688,23.84
3DIMG_07NOV2019_2100_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2100_L1C_SGP.tif,Gujarat,Surat,21.1702,72.8311,0.21
3DIMG_07NOV2019_2100_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2100_L1C_SGP.tif,Gujarat,Surendranagar,22.7274,71.637,28.04
3DIMG_07NOV2019_2100_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2100_L1C_SGP.tif,Gujarat,Tapi,21.1147,73.3986,0.0
3DIMG_07NOV2019_2100_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2100_L1C_SGP.tif,Gujarat,Vadodara,22.3072,73.1812,5.3
3DIMG_07NOV2019_2100_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2100_L1C_SGP.tif,Gujarat,Valsad,20.5992,72.9342,18.98
3DIMG_07NOV2019_2130_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2130_L1C_SGP.tif,Gujarat,Ahmedabad,23.0225,72.5714,16.51
3DIMG_07NOV2019_2130_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2130_L1C_SGP.tif,Gujarat,Amreli,21.6032,71.2221,25.65
3DIMG_07NOV2019_2130_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2130_L1C_SGP.tif,Gujarat,Anand,22.5645,72.9289,9.47
3DIMG_07NOV2019_2130_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2130_L1C_SGP.tif,Gujarat,Aravalli,23.4619,73.3039,9.5
3DIMG_07NOV2019_2130_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2130_L1C_SGP.tif,Gujarat,Banaskantha,24.1724,72.4346,24.53
3DIMG_07NOV2019_2130_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2130_L1C_SGP.tif,Gujarat,Bharuch,21.7051,72.9959,2.76
3DIMG_07NOV2019_2130_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2130_L1C_SGP.tif,Gujarat,Bhavnagar,21.7645,72.1519,14.98
3DIMG_07NOV2019_2130_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2130_L1C_SGP.tif,Gujarat,Botad,22.1704,71.6662,24.79
3DIMG_07NOV2019_2130_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2130_L1C_SGP.tif,Gujarat,Chhota Udepur,22.3108,74.0125,15.27
3DIMG_07NOV2019_2130_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2130_L1C_SGP.tif,Gujarat,Dahod,22.8347,74.2552,12.57
3DIMG_07NOV2019_2130_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2130_L1C_SGP.tif,Gujarat,Dang,20.7554,73.6873,12.18
3DIMG_07NOV2019_2130_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2130_L1C_SGP.tif,Gujarat,Devbhumi Dwarka,22.2078,69.6582,22.64
3DIMG_07NOV2019_2130_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2130_L1C_SGP.tif,Gujarat,Gandhinagar,23.2156,72.6369,21.36
3DIMG_07NOV2019_2130_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2130_L1C_SGP.tif,Gujarat,Gir Somnath,20.9042,70.3644,29.69
3DIMG_07NOV2019_2130_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2130_L1C_SGP.tif,Gujarat,Jamnagar,22.4707,70.0577,25.34
3DIMG_07NOV2019_2130_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2130_L1C_SGP.tif,Gujarat,Junagadh,21.5222,70.4579,28.6
3DIMG_07NOV2019_2130_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2130_L1C_SGP.tif,Gujarat,Kheda,22.6916,72.8634,13.49
3DIMG_07NOV2019_2130_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2130_L1C_SGP.tif,Gujarat,Kutch (Bhuj),23.242,69.6669,23.13
3DIMG_07NOV2019_2130_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2130_L1C_SGP.tif,Gujarat,Mahisagar,23.1311,73.6009,9.58
3DIMG_07NOV2019_2130_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2130_L1C_SGP.tif,Gujarat,Mehsana,23.588,72.3693,22.28
3DIMG_07NOV2019_2130_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2130_L1C_SGP.tif,Gujarat,Morbi,22.8173,70.8368,26.21
3DIMG_07NOV2019_2130_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2130_L1C_SGP.tif,Gujarat,Narmada,21.8719,73.5028,11.71
3DIMG_07NOV2019_2130_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2130_L1C_SGP.tif,Gujarat,Navsari,20.9467,72.952,0.11
3DIMG_07NOV2019_2130_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2130_L1C_SGP.tif,Gujarat,Panchmahal,22.778,73.6143,7.57
3DIMG_07NOV2019_2130_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2130_L1C_SGP.tif,Gujarat,Patan,23.8493,72.1266,23.69
3DIMG_07NOV2019_2130_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2130_L1C_SGP.tif,Gujarat,Porbandar,21.6417,69.6293,30.08
3DIMG_07NOV2019_2130_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2130_L1C_SGP.tif,Gujarat,Rajkot,22.3039,70.8022,23.29
3DIMG_07NOV2019_2130_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2130_L1C_SGP.tif,Gujarat,Sabarkantha,23.5977,72.9688,23.54
3DIMG_07NOV2019_2130_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2130_L1C_SGP.tif,Gujarat,Surat,21.1702,72.8311,0.21
3DIMG_07NOV2019_2130_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2130_L1C_SGP.tif,Gujarat,Surendranagar,22.7274,71.637,27.6
3DIMG_07NOV2019_2130_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2130_L1C_SGP.tif,Gujarat,Tapi,21.1147,73.3986,0.0
3DIMG_07NOV2019_2130_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2130_L1C_SGP.tif,Gujarat,Vadodara,22.3072,73.1812,9.1
3DIMG_07NOV2019_2130_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2130_L1C_SGP.tif,Gujarat,Valsad,20.5992,72.9342,19.31
3DIMG_07NOV2019_2200_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2200_L1C_SGP.tif,Gujarat,Ahmedabad,23.0225,72.5714,14.14
3DIMG_07NOV2019_2200_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2200_L1C_SGP.tif,Gujarat,Amreli,21.6032,71.2221,26.3
3DIMG_07NOV2019_2200_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2200_L1C_SGP.tif,Gujarat,Anand,22.5645,72.9289,12.16
3DIMG_07NOV2019_2200_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2200_L1C_SGP.tif,Gujarat,Aravalli,23.4619,73.3039,9.88
3DIMG_07NOV2019_2200_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2200_L1C_SGP.tif,Gujarat,Banaskantha,24.1724,72.4346,24.3
3DIMG_07NOV2019_2200_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2200_L1C_SGP.tif,Gujarat,Bharuch,21.7051,72.9959,2.76
3DIMG_07NOV2019_2200_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2200_L1C_SGP.tif,Gujarat,Bhavnagar,21.7645,72.1519,16.99
3DIMG_07NOV2019_2200_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2200_L1C_SGP.tif,Gujarat,Botad,22.1704,71.6662,20.45
3DIMG_07NOV2019_2200_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2200_L1C_SGP.tif,Gujarat,Chhota Udepur,22.3108,74.0125,13.88
3DIMG_07NOV2019_2200_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2200_L1C_SGP.tif,Gujarat,Dahod,22.8347,74.2552,14.2
3DIMG_07NOV2019_2200_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2200_L1C_SGP.tif,Gujarat,Dang,20.7554,73.6873,13.24
3DIMG_07NOV2019_2200_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2200_L1C_SGP.tif,Gujarat,Devbhumi Dwarka,22.2078,69.6582,22.64
3DIMG_07NOV2019_2200_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2200_L1C_SGP.tif,Gujarat,Gandhinagar,23.2156,72.6369,17.28
3DIMG_07NOV2019_2200_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2200_L1C_SGP.tif,Gujarat,Gir Somnath,20.9042,70.3644,29.47
3DIMG_07NOV2019_2200_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2200_L1C_SGP.tif,Gujarat,Jamnagar,22.4707,70.0577,25.14
3DIMG_07NOV2019_2200_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2200_L1C_SGP.tif,Gujarat,Junagadh,21.5222,70.4579,28.52
3DIMG_07NOV2019_2200_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2200_L1C_SGP.tif,Gujarat,Kheda,22.6916,72.8634,13.44
3DIMG_07NOV2019_2200_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2200_L1C_SGP.tif,Gujarat,Kutch (Bhuj),23.242,69.6669,22.38
3DIMG_07NOV2019_2200_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2200_L1C_SGP.tif,Gujarat,Mahisagar,23.1311,73.6009,9.33
3DIMG_07NOV2019_2200_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2200_L1C_SGP.tif,Gujarat,Mehsana,23.588,72.3693,22.84
3DIMG_07NOV2019_2200_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2200_L1C_SGP.tif,Gujarat,Morbi,22.8173,70.8368,26.01
3DIMG_07NOV2019_2200_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2200_L1C_SGP.tif,Gujarat,Narmada,21.8719,73.5028,12.18
3DIMG_07NOV2019_2200_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2200_L1C_SGP.tif,Gujarat,Navsari,20.9467,72.952,0.11
3DIMG_07NOV2019_2200_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2200_L1C_SGP.tif,Gujarat,Panchmahal,22.778,73.6143,8.66
3DIMG_07NOV2019_2200_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2200_L1C_SGP.tif,Gujarat,Patan,23.8493,72.1266,23.96
3DIMG_07NOV2019_2200_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2200_L1C_SGP.tif,Gujarat,Porbandar,21.6417,69.6293,29.33
3DIMG_07NOV2019_2200_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2200_L1C_SGP.tif,Gujarat,Rajkot,22.3039,70.8022,23.59
3DIMG_07NOV2019_2200_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2200_L1C_SGP.tif,Gujarat,Sabarkantha,23.5977,72.9688,22.76
3DIMG_07NOV2019_2200_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2200_L1C_SGP.tif,Gujarat,Surat,21.1702,72.8311,0.21
3DIMG_07NOV2019_2200_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2200_L1C_SGP.tif,Gujarat,Surendranagar,22.7274,71.637,28.29
3DIMG_07NOV2019_2200_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2200_L1C_SGP.tif,Gujarat,Tapi,21.1147,73.3986,0.0
3DIMG_07NOV2019_2200_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2200_L1C_SGP.tif,Gujarat,Vadodara,22.3072,73.1812,0.0
3DIMG_07NOV2019_2200_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2200_L1C_SGP.tif,Gujarat,Valsad,20.5992,72.9342,4.46
3DIMG_07NOV2019_2230_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2230_L1C_SGP.tif,Gujarat,Ahmedabad,23.0225,72.5714,15.34
3DIMG_07NOV2019_2230_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2230_L1C_SGP.tif,Gujarat,Amreli,21.6032,71.2221,26.67
3DIMG_07NOV2019_2230_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2230_L1C_SGP.tif,Gujarat,Anand,22.5645,72.9289,12.57
3DIMG_07NOV2019_2230_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2230_L1C_SGP.tif,Gujarat,Aravalli,23.4619,73.3039,10.2
3DIMG_07NOV2019_2230_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2230_L1C_SGP.tif,Gujarat,Banaskantha,24.1724,72.4346,24.18
3DIMG_07NOV2019_2230_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2230_L1C_SGP.tif,Gujarat,Bharuch,21.7051,72.9959,2.76
3DIMG_07NOV2019_2230_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2230_L1C_SGP.tif,Gujarat,Bhavnagar,21.7645,72.1519,19.63
3DIMG_07NOV2019_2230_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2230_L1C_SGP.tif,Gujarat,Botad,22.1704,71.6662,24.12
3DIMG_07NOV2019_2230_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2230_L1C_SGP.tif,Gujarat,Chhota Udepur,22.3108,74.0125,19.55
3DIMG_07NOV2019_2230_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2230_L1C_SGP.tif,Gujarat,Dahod,22.8347,74.2552,12.62
3DIMG_07NOV2019_2230_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2230_L1C_SGP.tif,Gujarat,Dang,20.7554,73.6873,10.64
3DIMG_07NOV2019_2230_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2230_L1C_SGP.tif,Gujarat,Devbhumi Dwarka,22.2078,69.6582,22.86
3DIMG_07NOV2019_2230_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2230_L1C_SGP.tif,Gujarat,Gandhinagar,23.2156,72.6369,19.71
3DIMG_07NOV2019_2230_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2230_L1C_SGP.tif,Gujarat,Gir Somnath,20.9042,70.3644,30.26
3DIMG_07NOV2019_2230_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2230_L1C_SGP.tif,Gujarat,Jamnagar,22.4707,70.0577,25.09
3DIMG_07NOV2019_2230_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2230_L1C_SGP.tif,Gujarat,Junagadh,21.5222,70.4579,28.92
3DIMG_07NOV2019_2230_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2230_L1C_SGP.tif,Gujarat,Kheda,22.6916,72.8634,14.1
3DIMG_07NOV2019_2230_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2230_L1C_SGP.tif,Gujarat,Kutch (Bhuj),23.242,69.6669,23.32
3DIMG_07NOV2019_2230_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2230_L1C_SGP.tif,Gujarat,Mahisagar,23.1311,73.6009,8.55
3DIMG_07NOV2019_2230_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2230_L1C_SGP.tif,Gujarat,Mehsana,23.588,72.3693,22.93
3DIMG_07NOV2019_2230_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2230_L1C_SGP.tif,Gujarat,Morbi,22.8173,70.8368,25.93
3DIMG_07NOV2019_2230_L1C_SGP.tif,INSAT3D_TIR1_India/3DIMG_07NOV2019_2230_L1C_SGP.tif,Gujarat,Narmada,21.8719,73.5028,2.86
